name|female|birthdate|birthplace|link
Renée Victor|True||[]|https://en.wikipedia.org/wiki/Ren%C3%A9e_Victor
Sandra Milo|True|1933-03-11|['Tunis', ', ', 'Tunisia']|https://en.wikipedia.org/wiki/Sandra_Milo
Kristin Scott Thomas|True|1960-05-24|['Redruth', ', ', 'Cornwall', ', England']|https://en.wikipedia.org/wiki/Kristin_Scott_Thomas
Rossella Falk|True|1926-11-10|['Rome, Italy']|https://en.wikipedia.org/wiki/Rossella_Falk
Alanna Ubach|True|1975-10-03|['Downey, California', ', U.S.']|https://en.wikipedia.org/wiki/Alanna_Ubach
Barbara Steele|True|1937-12-29|['Birkenhead', ', England']|https://en.wikipedia.org/wiki/Barbara_Steele
Gael García Bernal|False|1978-11-30|['Guadalajara', ', ', 'Jalisco', ', Mexico']|https://en.wikipedia.org/wiki/Gael_Garc%C3%ADa_Bernal
Gary Oldman|False|1958-03-21|['London, England']|https://en.wikipedia.org/wiki/Gary_Oldman
Guido Alberti|False|1909-04-20|['Benevento', ', Italy']|https://en.wikipedia.org/wiki/Guido_Alberti
Pinto Colvig|False|1892-09-11|['Jacksonville, Oregon', ', U.S.']|https://en.wikipedia.org/wiki/Pinto_Colvig
Anthony Gonzalez (actor)|False|2004-09-23|['Los Angeles', ', ', 'California', ', U.S.', '[2]']|https://en.wikipedia.org/wiki/Anthony_Gonzalez_(actor)
Jenny Slate|True|1982-03-25|['Milton, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Jenny_Slate
Ann Sothern|True|1909-01-22|['Valley City, North Dakota', ', U.S.']|https://en.wikipedia.org/wiki/Ann_Sothern
Maurice Chevalier|False|1888-09-12|['Paris', ', ', 'France']|https://en.wikipedia.org/wiki/Maurice_Chevalier
Rachel Shenton|True||['Stoke-on-Trent', ', ', 'Staffordshire', ', England']|https://en.wikipedia.org/wiki/Rachel_Shenton
Nate Torrence|False|1977-12-01|['Canton, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Nate_Torrence
Brigitte Fossey|True|1946-06-15|['Tourcoing', ', ', 'Nord', ', ', 'Hauts-de-France', ', France']|https://en.wikipedia.org/wiki/Brigitte_Fossey
Georges Poujouly|False|1940-01-20|['Garches', ', France']|https://en.wikipedia.org/wiki/Georges_Poujouly
Akim Tamiroff|False|1899-10-29|['Tiflis', ' or ', 'Baku', ', ', 'Russian Empire']|https://en.wikipedia.org/wiki/Akim_Tamiroff
Don Lake|False|1956-11-26|['Toronto', ', ', 'Canada']|https://en.wikipedia.org/wiki/Don_Lake
Katina Paxinou|True||['Piraeus', ', ', 'Kingdom of Greece']|https://en.wikipedia.org/wiki/Katina_Paxinou
Philippe de Chérisey|False|1923-02-13|['Paris, France']|https://en.wikipedia.org/wiki/Philippe_de_Ch%C3%A9risey
Tommy Chong|False|1938-05-24|[]|https://en.wikipedia.org/wiki/Tommy_Chong
Joseph Calleia|False|1897-08-04|['Notabile', ', ', 'Malta']|https://en.wikipedia.org/wiki/Joseph_Calleia
Arturo de Córdova|False|1908-05-08|['Mérida, Yucatán', ', ', 'Mexico']|https://en.wikipedia.org/wiki/Arturo_de_C%C3%B3rdova
Regina King|True|1971-01-15|['Los Angeles', ', ', 'California', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/Regina_King
Mindy Alper|True||['Brooklyn', ', New York, United States']|https://en.wikipedia.org/wiki/Mindy_Alper
Montgomery Clift|False|1920-10-17|['Omaha, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Montgomery_Clift
Charles Boyer|False|1899-08-28|['Figeac', ', France']|https://en.wikipedia.org/wiki/Charles_Boyer
Bashy|False|1985-02-04|['Hammersmith', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Bashy
Michael Stuhlbarg|False|1968-07-05|['Long Beach, California', ', U.S.']|https://en.wikipedia.org/wiki/Michael_Stuhlbarg
Linda Cardellini|True|1975-06-25|['Redwood City, California', ', U.S.']|https://en.wikipedia.org/wiki/Linda_Cardellini
Marlene Dietrich|True|1901-12-27|['Berlin', ', Germany']|https://en.wikipedia.org/wiki/Marlene_Dietrich
Donna Reed|True|1921-01-27|['Denison, Iowa', ', U.S.']|https://en.wikipedia.org/wiki/Donna_Reed
C. Aubrey Smith|False|1863-07-21|[]|https://en.wikipedia.org/wiki/C._Aubrey_Smith
May Whitty|True|1865-06-19|['Liverpool', ', Lancashire, England, UK']|https://en.wikipedia.org/wiki/May_Whitty
Ginger Rogers|True|1911-07-16|['Independence, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Ginger_Rogers
Machiko Kyō|True|1924-03-25|['Osaka', ', Japan']|https://en.wikipedia.org/wiki/Machiko_Ky%C5%8D
Shakira|True|1977-02-02|['Barranquilla', ', Colombia']|https://en.wikipedia.org/wiki/Shakira
Dorothy McGuire|True|1916-06-14|['Omaha, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Dorothy_McGuire
Corey Stoll|False||['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Corey_Stoll
Kazuo Hasegawa|False|1908-02-27|['Fushimi', ', ', 'Kyoto', ', Japan']|https://en.wikipedia.org/wiki/Kazuo_Hasegawa
Alan Marshal (actor)|False|1909-01-29|['Woollahra', ', ', 'Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Alan_Marshal_(actor)
Letitia Wright|True|1993-10-31|['Georgetown', ', Guyana']|https://en.wikipedia.org/wiki/Letitia_Wright
Lucile Watson|True|1879-05-27|['Quebec City', ', ', 'Quebec', ', Canada']|https://en.wikipedia.org/wiki/Lucile_Watson
Rock Hudson|False|1925-11-17|['Winnetka, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Rock_Hudson
June Havoc|True|1912-11-08|['Vancouver, British Columbia', ', Canada']|https://en.wikipedia.org/wiki/June_Havoc
Mike Myers|False|1963-05-25|['Toronto', ', ', 'Ontario', ', Canada', '[1]']|https://en.wikipedia.org/wiki/Mike_Myers
Kyle Chandler|False|1965-09-17|['Buffalo, New York', ', U.S.']|https://en.wikipedia.org/wiki/Kyle_Chandler
Lily Rabe|True|1982-06-29|['New York City, U.S.']|https://en.wikipedia.org/wiki/Lily_Rabe
Giulio Marchetti|False||['Barcelona', ', Spain']|https://en.wikipedia.org/wiki/Giulio_Marchetti
Louis Jourdan|False|1921-06-19|['Marseille', ', France']|https://en.wikipedia.org/wiki/Louis_Jourdan
Hermione Gingold|True|1897-12-09|['Maida Vale', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Hermione_Gingold
Dean Stockwell|False|1936-03-05|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Dean_Stockwell
Chill Wills|False|1902-07-18|['Seagoville, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Chill_Wills
Jane Withers|True|1926-04-12|['Atlanta, Georgia', ', U.S.']|https://en.wikipedia.org/wiki/Jane_Withers
Eva Gabor|True|1919-02-11|['Budapest', ', ', 'Hungarian Republic']|https://en.wikipedia.org/wiki/Eva_Gabor
Jacques Bergerac|False|1927-05-26|['Biarritz', ', ', 'Pyrénées-Atlantiques', ', France']|https://en.wikipedia.org/wiki/Jacques_Bergerac
June Allyson|True|1917-10-07|['New York City, U.S.']|https://en.wikipedia.org/wiki/June_Allyson
Topher Grace|False|1978-07-12|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Topher_Grace
Isabel Jeans|True|1891-09-16|['London', ', England, UK']|https://en.wikipedia.org/wiki/Isabel_Jeans
Woody Harrelson|False|1961-07-23|['Midland, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Woody_Harrelson
Frank McHugh|False|1898-05-23|['Homestead, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Frank_McHugh
James Stewart|False|1908-05-20|['Indiana, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/James_Stewart
John Hawkes (actor)|False|1959-09-11|['Alexandria, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/John_Hawkes_(actor)
James Brown (actor)|False|1920-03-22|['Desdemona, ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/James_Brown_(actor)
Harry Morgan|False|1915-04-10|['Detroit, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Harry_Morgan
Barry Fitzgerald|False|1888-03-10|['Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Barry_Fitzgerald
Earl Holliman|False|1928-09-11|['Delhi, Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/Earl_Holliman
Gene Lockhart|False|1891-07-18|['London, Ontario', ', Canada']|https://en.wikipedia.org/wiki/Gene_Lockhart
Alice Brady|True|1892-11-02|['New York City, U.S.']|https://en.wikipedia.org/wiki/Alice_Brady
Jean Heather|True|1921-02-21|['Omaha, Nebraska', ', ', 'U.S.']|https://en.wikipedia.org/wiki/Jean_Heather
Peter Dinklage|False|1969-06-11|['Jersey Shore', ', ', 'New Jersey', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/Peter_Dinklage
Porter Hall|False|1888-09-19|['Cincinnati, Ohio']|https://en.wikipedia.org/wiki/Porter_Hall
Fortunio Bonanova|False|1895-01-13|['Palma', ', ', 'Mallorca', ', ', 'Balearic Islands', ', Spain']|https://en.wikipedia.org/wiki/Fortunio_Bonanova
Leslie Howard|False|1893-04-03|['Upper Norwood', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Leslie_Howard
Honor Blackman|True|1925-08-22|['Plaistow', ', ', 'Essex', ', England']|https://en.wikipedia.org/wiki/Honor_Blackman
Gert Fröbe|False|1913-02-25|['Oberplanitz (near ', 'Zwickau', '), ', 'Kingdom of Saxony', ', ', 'German Empire']|https://en.wikipedia.org/wiki/Gert_Fr%C3%B6be
Luise Rainer|True|1910-01-12|['Düsseldorf', ', ', 'Prussia', ', ', 'German Empire']|https://en.wikipedia.org/wiki/Luise_Rainer
Clark Gable|False|1901-02-01|['Cadiz, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Clark_Gable
Tania Mallet|True|1941-05-19|['Blackpool', ', England']|https://en.wikipedia.org/wiki/Tania_Mallet
Shirley Eaton|True|1937-01-12|['Edgware', ', ', 'Middlesex', ', England']|https://en.wikipedia.org/wiki/Shirley_Eaton
Risë Stevens|True|1913-06-11|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Ris%C3%AB_Stevens
Robert Donat|False|1905-03-18|['Withington', ', ', 'Manchester', ', England']|https://en.wikipedia.org/wiki/Robert_Donat
Harold Sakata|False|1920-07-01|[]|https://en.wikipedia.org/wiki/Harold_Sakata
Art Gilmore|False|1912-03-18|['Tacoma', ', ', 'Washington', ', USA']|https://en.wikipedia.org/wiki/Art_Gilmore
Joan Crawford|True||['San Antonio, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Joan_Crawford
John Barrymore|False||['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/John_Barrymore
Greta Garbo|True|1905-09-18|['Stockholm', ', Sweden']|https://en.wikipedia.org/wiki/Greta_Garbo
Tom Glynn-Carney|False|1995-02-07|[]|https://en.wikipedia.org/wiki/Tom_Glynn-Carney
Fionn Whitehead|False|1997-07-18|['Richmond', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Fionn_Whitehead
Mario Lanza|False|1921-01-31|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Mario_Lanza
Jack Lowden|False|1990-06-02|['Chelmsford', ', England']|https://en.wikipedia.org/wiki/Jack_Lowden
Paul Muni|False|1895-09-22|['Lemberg', ', ', 'Austro-Hungarian Empire', ' (present day ', 'Lviv', ', ', 'Ukraine', ')']|https://en.wikipedia.org/wiki/Paul_Muni
Gloria Stuart|True|1910-07-04|['Santa Monica, California', ', U.S.']|https://en.wikipedia.org/wiki/Gloria_Stuart
Shirley Mills|True|1926-04-08|['Tacoma, Washington', ', US']|https://en.wikipedia.org/wiki/Shirley_Mills
Jean Hersholt|False|1886-07-12|['Copenhagen', ', Denmark']|https://en.wikipedia.org/wiki/Jean_Hersholt
Harry Styles|False|1994-02-01|['Redditch', ', England']|https://en.wikipedia.org/wiki/Harry_Styles
Brian Donlevy|False|1901-02-09|['Cleveland', ', ', 'Ohio', ', U.S.', '[1]', '[2]']|https://en.wikipedia.org/wiki/Brian_Donlevy
Eddie Quillan|False|1907-03-31|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Eddie_Quillan
Muriel Angelus|True|1912-03-10|['Lambeth', ', ', 'South London', ', England']|https://en.wikipedia.org/wiki/Muriel_Angelus
James D'Arcy|False|1975-08-24|['Amersham', ', ', 'Buckinghamshire', ', England']|https://en.wikipedia.org/wiki/James_D%27Arcy
Aneurin Barnard|False|1987-05-08|['Bridgend', ', ', 'Mid Glamorgan', ', Wales']|https://en.wikipedia.org/wiki/Aneurin_Barnard
Barry Keoghan|False|1992-10-18|['Summerhill', ', ', 'Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Barry_Keoghan
Miliza Korjus|True|1909-08-18|['Warsaw', ', ', 'Poland', ' (then ', 'Russian Empire', ')']|https://en.wikipedia.org/wiki/Miliza_Korjus
Bernard Miles|False|1907-09-27|[]|https://en.wikipedia.org/wiki/Bernard_Miles
William Powell|False|1892-07-29|['Pittsburgh, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/William_Powell
Fernand Gravey|False||[]|https://en.wikipedia.org/wiki/Fernand_Gravet
Francis L. Sullivan|False|1903-01-06|['Wandsworth', ', ', 'London', ', ', 'England']|https://en.wikipedia.org/wiki/Francis_L._Sullivan
Cornel Wilde|False|1912-10-13|['Privigye, ', 'Kingdom of Hungary', ' (now ', 'Prievidza', ', ', 'Slovakia', ')']|https://en.wikipedia.org/wiki/Cornel_Wilde
Anthony Wager|False|1932-06-24|['Willesden', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Anthony_Wager
John Qualen|False|1899-12-08|['Vancouver', ', British Columbia, Canada']|https://en.wikipedia.org/wiki/John_Qualen
George Brent|False|1904-03-15|['Ballinasloe', ', Ireland']|https://en.wikipedia.org/wiki/George_Brent
Valerie Hobson|True|1917-04-14|['Larne', ', ', 'County Antrim', ', Ireland']|https://en.wikipedia.org/wiki/Valerie_Hobson
Daniel Kaluuya|False|1989-02-24|['London', ', ', 'England']|https://en.wikipedia.org/wiki/Daniel_Kaluuya
Tom Hollander|False|1967-08-25|['Bristol', ', England, UK']|https://en.wikipedia.org/wiki/Tom_Hollander
Sam Elliott|False|1944-08-09|['Sacramento, California', ', U.S.']|https://en.wikipedia.org/wiki/Sam_Elliott
Richard Hart (actor)|False|1915-04-14|['Providence, Rhode Island', ', U.S.']|https://en.wikipedia.org/wiki/Richard_Hart_(actor)
Alison Pill|True|1985-11-27|['Toronto', ', Ontario, Canada']|https://en.wikipedia.org/wiki/Alison_Pill
Stephan James (actor)|False|1993-12-16|['Toronto', ', ', 'Ontario', ', Canada']|https://en.wikipedia.org/wiki/Stephan_James_(actor)
KiKi Layne|True|1991-12-10|['Cincinnati', ', Ohio, U.S.']|https://en.wikipedia.org/wiki/KiKi_Layne
Stanley Baker|False|1928-02-28|['Ferndale', ', ', 'Glamorgan', ', Wales']|https://en.wikipedia.org/wiki/Stanley_Baker
Lyle Bettger|False|1915-02-13|['Philadelphia', ', U.S.A.']|https://en.wikipedia.org/wiki/Lyle_Bettger
Josephine Hull|True|1877-01-03|['Newtonville, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Josephine_Hull
Jason Clarke|False|1969-07-17|['Winton, Queensland', ', Australia']|https://en.wikipedia.org/wiki/Jason_Clarke
Laura Harrier|True|1990-03-28|['Chicago', ', Illinois, U.S.']|https://en.wikipedia.org/wiki/Laura_Harrier
Lawrence Tierney|False|1919-03-15|['Brooklyn', ', New York City, U.S.']|https://en.wikipedia.org/wiki/Lawrence_Tierney
Peggy Dow|True|1928-03-18|['Columbia, Mississippi']|https://en.wikipedia.org/wiki/Peggy_Dow
Emmett Kelly|False|1898-12-09|['Sedan, Kansas', ', US']|https://en.wikipedia.org/wiki/Emmett_Kelly
Gia Scala|True||['Liverpool', ', England']|https://en.wikipedia.org/wiki/Gia_Scala
Ray Bolger|False|1904-01-10|['Boston, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Ray_Bolger
Charles Drake (actor)|False|1917-10-02|['New York City, U.S.']|https://en.wikipedia.org/wiki/Charles_Drake_(actor)
James Darren|False|1936-06-08|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/James_Darren
Aidan Gillen|False|1968-04-24|['Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Aidan_Gillen
Tyler Perry|False|1969-09-13|['New Orleans', ', ', 'Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/Tyler_Perry
Virginia O'Brien|True|1919-04-18|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Virginia_O%27Brien
Claire Foy|True|1984-04-16|['Stockport', ', ', 'Greater Manchester', ', England']|https://en.wikipedia.org/wiki/Claire_Foy
Dave Chappelle|False|1973-08-24|[]|https://en.wikipedia.org/wiki/Dave_Chappelle
Steve Carell|False|1962-08-16|['Concord, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Steve_Carell
Ryan Gosling|False|1980-11-12|['London, Ontario', ', Canada']|https://en.wikipedia.org/wiki/Ryan_Gosling
Helen Keller|True|1880-06-27|[]|https://en.wikipedia.org/wiki/Helen_Keller
Renée Asherson|True|1915-05-19|['Kensington', ', London, England']|https://en.wikipedia.org/wiki/Ren%C3%A9e_Asherson
Rachel Weisz|True|1970-03-07|['Westminster', ', London, England']|https://en.wikipedia.org/wiki/Rachel_Weisz
Evelyn Keyes|True|1916-11-20|['Port Arthur, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Evelyn_Keyes
Leslie Banks|False|1890-06-09|['West Derby', ', ', 'Liverpool', ', Lancashire, England']|https://en.wikipedia.org/wiki/Leslie_Banks
Jack Oakie|False|1903-11-12|['Sedalia, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Jack_Oakie
Rebel Wilson|True|1980-03-02|['Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Rebel_Wilson
Rita Johnson|True|1913-08-13|['Worcester, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Rita_Johnson
Joaquin Phoenix|False|1974-10-28|['Río Piedras', ', Puerto Rico']|https://en.wikipedia.org/wiki/Joaquin_Phoenix
Edward Everett Horton|False|1886-03-18|['New York City, U.S.']|https://en.wikipedia.org/wiki/Edward_Everett_Horton
Robert Stack|False|1919-01-13|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Stack
Alexis Smith|True|1921-06-08|['Penticton', ', ', 'British Columbia', ', Canada']|https://en.wikipedia.org/wiki/Alexis_Smith
Robert De Niro|False|1943-08-17|['New York City, U.S.']|https://en.wikipedia.org/wiki/Robert_De_Niro
Thomas Mitchell (actor)|False|1892-07-11|['Elizabeth, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Thomas_Mitchell_(actor)
Anna Maria Alberghetti|True|1936-05-15|['Pesaro', ', ', 'Italy']|https://en.wikipedia.org/wiki/Anna_Maria_Alberghetti
Jan Sterling|True|1921-04-03|['New York City, U.S.']|https://en.wikipedia.org/wiki/Jan_Sterling
Lloyd Bridges|False|1913-01-15|['San Leandro, California', ', U.S.']|https://en.wikipedia.org/wiki/Lloyd_Bridges
Laraine Day|True|1920-10-13|['Roosevelt, Utah', ', U.S.']|https://en.wikipedia.org/wiki/Laraine_Day
Edward G. Robinson|False|1893-12-12|['Bucharest', ', ', 'Kingdom of Romania']|https://en.wikipedia.org/wiki/Edward_G._Robinson
Claire Trevor|True|1910-03-08|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Claire_Trevor
Otto Kruger|False|1885-09-06|['Toledo, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Otto_Kruger
Tommy Caldwell|False|1978-08-11|[]|https://en.wikipedia.org/wiki/Tommy_Caldwell
Alex Honnold|False|1985-08-17|[]|https://en.wikipedia.org/wiki/Alex_Honnold
Jane Wyman|True|1917-01-05|['St. Joseph, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Jane_Wyman
Carolyn Jones|True|1930-04-28|['Amarillo, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Carolyn_Jones
Thelma Ritter|True|1902-02-14|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Thelma_Ritter
Marjorie Reynolds|True|1917-08-12|['Buhl, Idaho', ', U.S.']|https://en.wikipedia.org/wiki/Marjorie_Reynolds
Virginia Dale|True|1917-07-01|['North Carolina, U.S.']|https://en.wikipedia.org/wiki/Virginia_Dale
Choi Woo-shik|False|1990-03-26|['Seoul', ', ', 'South Korea']|https://en.wikipedia.org/wiki/Choi_Woo-shik
Dub Taylor|False|1907-02-26|['Richmond, Virginia', ', U.S.']|https://en.wikipedia.org/wiki/Dub_Taylor
Ruby Dandridge|True|1900-03-03|['Wichita, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Ruby_Dandridge
Walter Abel|False|1898-06-06|['St. Paul', ', ', 'Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/Walter_Abel
William Eythe|False|1918-04-07|['Mars, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/William_Eythe
Donald Crisp|False|1882-07-27|['Bow, London', ', ', 'England', ', UK']|https://en.wikipedia.org/wiki/Donald_Crisp
Emma Watson|True|1990-04-15|['Paris, France']|https://en.wikipedia.org/wiki/Emma_Watson
Saoirse Ronan|True|1994-04-12|['New York City, U.S.']|https://en.wikipedia.org/wiki/Saoirse_Ronan
Eddie Hodges|False|1947-03-05|['Hattiesburg', ', ', 'Mississippi', ', U.S.']|https://en.wikipedia.org/wiki/Eddie_Hodges
Anna Lee|True|1913-01-02|['Ightham', ', Kent, England']|https://en.wikipedia.org/wiki/Anna_Lee
Questlove|False|1971-01-20|[]|https://en.wikipedia.org/wiki/Questlove
Cho Yeo-jeong|True|1981-02-10|['Seoul', ', ', 'South Korea']|https://en.wikipedia.org/wiki/Cho_Yeo-jeong
Maria Dizzia|True|1974-12-29|['Cranford, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Maria_Dizzia
Donnell Rawlings|False|1968-12-06|[]|https://en.wikipedia.org/wiki/Donnell_Rawlings
Michael Caine|False|1933-03-14|['Rotherhithe', ', London, England']|https://en.wikipedia.org/wiki/Michael_Caine
Brandon deWilde|False|1942-04-09|['Brooklyn', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Brandon_deWilde
Jon Hall (actor)|False|1915-02-23|['Fresno, California', ', U.S.']|https://en.wikipedia.org/wiki/Jon_Hall_(actor)
Frank Morgan|False|1890-06-01|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Frank_Morgan
Lee Sun-kyun|False|1975-03-02|['Seoul, South Korea', '[1]']|https://en.wikipedia.org/wiki/Lee_Sun-kyun
Dimple Kapadia|True|1957-06-08|['Bombay', ', ', 'Bombay State', ', India']|https://en.wikipedia.org/wiki/Dimple_Kapadia
Susan Hayward|True|1917-06-30|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Susan_Hayward
Richard Ayoade|False|1977-05-23|['London', ', England']|https://en.wikipedia.org/wiki/Richard_Ayoade
Virginia Vincent|True|1918-05-03|['Goshen', ', New York City, U.S.', '[1]']|https://en.wikipedia.org/wiki/Virginia_Vincent
Debbie Reynolds|True|1932-04-01|['El Paso, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Debbie_Reynolds
Myron McCormick|False|1908-02-08|['Albany, Indiana', ', U.S.']|https://en.wikipedia.org/wiki/Myron_McCormick
Dean-Charles Chapman|False|1997-09-07|['Romford', ', ', 'London', ', ', 'England']|https://en.wikipedia.org/wiki/Dean-Charles_Chapman
Eli Wallach|False|1915-12-07|['Brooklyn', ', New York City, U.S.']|https://en.wikipedia.org/wiki/Eli_Wallach
Jackie Gleason|False|1916-02-26|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Jackie_Gleason
Wesley Lau|False|1921-06-18|['Sheboygan, Wisconsin']|https://en.wikipedia.org/wiki/Wesley_Lau
George MacKay (actor)|False|1992-03-13|['London', ', England']|https://en.wikipedia.org/wiki/George_MacKay_(actor)
Janis Paige|True|1922-09-16|['Tacoma, Washington', ', U.S.']|https://en.wikipedia.org/wiki/Janis_Paige
Jerome Cowan|False|1897-10-06|['New York City', ', New York, U.S.']|https://en.wikipedia.org/wiki/Jerome_Cowan
Andrew Scott (actor)|False|1976-10-21|['Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Andrew_Scott_(actor)
Eddie Albert|False|1906-04-22|['Rock Island, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Eddie_Albert
Margo (actress)|True|1917-05-10|['Mexico City', ', ', 'Distrito Federal', ', Mexico']|https://en.wikipedia.org/wiki/Margo_(actress)
Edmund Lowe|False|1890-03-03|['San Jose, California', ', U.S.']|https://en.wikipedia.org/wiki/Edmund_Lowe
Warner Baxter|False|1889-03-29|['Columbus, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Warner_Baxter
Dorothy Burgess|True|1907-03-04|['Los Angeles', ', U.S.']|https://en.wikipedia.org/wiki/Dorothy_Burgess
Dane Clark|False|1912-02-26|['Brooklyn', ', New York, U.S.']|https://en.wikipedia.org/wiki/Dane_Clark
Veronica Lake|True|1922-11-14|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Veronica_Lake
Robert Pattinson|False|1986-05-13|['London, England']|https://en.wikipedia.org/wiki/Robert_Pattinson
Heather Angel (actress)|True|1909-02-09|['Headington', ', ', 'Oxford', ', England']|https://en.wikipedia.org/wiki/Heather_Angel_(actress)
Victor McLaglen|False|1886-12-10|['Stepney', ', ', 'East London', ', England, UK']|https://en.wikipedia.org/wiki/Victor_McLaglen
Preston Foster|False|1900-08-24|['Ocean City, New Jersey', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/Preston_Foster
John David Washington|False|1984-07-28|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/John_David_Washington
Margaret Qualley|True|1994-10-23|['Kalispell, Montana', ', U.S.']|https://en.wikipedia.org/wiki/Margaret_Qualley
Andrew Howard|False|1969-06-12|['Cardiff', ', ', 'Wales', ', U.K.']|https://en.wikipedia.org/wiki/Andrew_Howard
Tony Hale|False|1970-09-30|['West Point', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Tony_Hale
Margot Grahame|True|1911-02-20|['Canterbury', ', Kent, England']|https://en.wikipedia.org/wiki/Margot_Grahame
Austin Butler|False|1991-08-17|['Anaheim, California', ', U.S.']|https://en.wikipedia.org/wiki/Austin_Butler
Keegan-Michael Key|False|1971-03-22|['Southfield', ', ', 'Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Keegan-Michael_Key
Wallace Ford|False|1898-02-12|['Bolton', ', ', 'Lancashire', ', England, UK']|https://en.wikipedia.org/wiki/Wallace_Ford
Dakota Fanning|True|1994-02-23|['Conyers, Georgia', ', U.S.']|https://en.wikipedia.org/wiki/Dakota_Fanning
Jordan Peele|False|1979-02-21|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Jordan_Peele
Cecil Kellaway|False|1890-08-22|['Cape Town', ', ', 'Cape Colony', ' (present-day ', 'Cape Town, South Africa', ')']|https://en.wikipedia.org/wiki/Cecil_Kellaway
May McAvoy|True|1899-09-08|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/May_McAvoy
